"comp_year","div_num","div_name","property","agi_incl","agi_excl","retail","march_adm","population","compind_incl","compind_excl","compind"
"2012-2014",72,"POWHATAN","$3,768,071,226.00","$714,500,138.00",NULL,"$259,048,779.00",4424,27567,0.423,NULL,0.423
"2012-2014",73,"PRINCE EDWARD","$1,684,745,928.00","$285,230,086.00",NULL,"$280,851,800.00",2459,23004,0.3265,NULL,0.3265
"2012-2014",74,"PRINCE GEORGE","$3,006,322,600.00","$632,869,943.00",NULL,"$134,668,790.00",6171,35813,0.2513,NULL,0.2513
"2012-2014",75,"PRINCE WILLIAM","$47,023,200,683.00","$11,672,434,334.00",NULL,"$4,109,331,787.00",75026,397383,0.3787,NULL,0.3787
"2012-2014",77,"PULASKI","$2,936,267,440.00","$535,032,497.00",NULL,"$291,214,848.00",4571,35181,0.3052,NULL,0.3052
"2012-2014",78,"RAPPAHANNOCK","$2,288,501,916.00","$218,259,276.00",NULL,"$31,680,550.00",928,7349,0.8,NULL,0.8
"2012-2014",79,"RICHMOND COUNTY","$1,091,482,700.00","$176,117,908.00","$146,301,215.00","$56,072,123.00",1213,9365,0.3831,0.3599,0.3599
"2012-2014",80,"ROANOKE COUNTY","$9,062,997,920.00","$2,355,442,647.00",NULL,"$890,021,337.00",14474,92253,0.3657,NULL,0.3657
"2012-2014",81,"ROCKBRIDGE","$3,254,944,382.00","$387,933,057.00",NULL,"$217,744,946.00",2510,22498,0.4903,NULL,0.4903
"2012-2014",82,"ROCKINGHAM","$9,390,464,650.00","$1,536,569,388.00",NULL,"$421,254,549.00",11348,75656,0.3675,NULL,0.3675
"2012-2014",83,"RUSSELL","$2,015,005,479.00","$396,484,086.00",NULL,"$157,889,960.00",4046,28883,0.243,NULL,0.243
"2012-2014",84,"SCOTT","$1,152,134,993.00","$322,409,373.00","$299,350,737.00","$120,653,864.00",3753,23117,0.189,0.1831,0.1831
"2012-2014",85,"SHENANDOAH","$5,111,900,588.00","$770,847,634.00",NULL,"$313,123,017.00",6002,41834,0.3706,NULL,0.3706
"2012-2014",86,"SMYTH","$1,951,418,489.00","$436,266,742.00",NULL,"$187,575,308.00",4793,32367,0.2178,NULL,0.2178
"2012-2014",87,"SOUTHAMPTON","$2,090,405,125.00","$325,204,856.00",NULL,"$42,834,335.00",2779,18402,0.3171,NULL,0.3171
"2012-2014",88,"SPOTSYLVANIA","$12,451,885,778.00","$3,139,133,057.00",NULL,"$1,347,926,498.00",23710,120234,0.3326,NULL,0.3326
"2012-2014",89,"STAFFORD","$14,446,057,649.00","$3,527,044,546.00",NULL,"$879,152,862.00",26648,125435,0.3305,NULL,0.3305
"2012-2014",90,"SURRY","$2,358,692,464.00","$128,139,517.00",NULL,"$33,281,244.00",930,7074,0.7642,NULL,0.7642
"2012-2014",91,"SUSSEX","$1,076,099,417.00","$150,230,747.00",NULL,"$62,290,109.00",1209,12305,0.3375,NULL,0.3375
"2012-2014",92,"TAZEWELL","$2,796,301,917.00","$747,436,763.00",NULL,"$532,354,983.00",6580,45255,0.2695,NULL,0.2695
"2012-2014",93,"WARREN","$4,327,090,288.00","$805,069,155.00",NULL,"$324,533,521.00",5317,37248,0.389,NULL,0.389
"2012-2014",94,"WASHINGTON","$5,092,504,649.00","$1,054,009,850.00","$991,515,511.00","$601,650,200.00",7243,54689,0.361,0.3533,0.3533
"2012-2014",95,"WESTMORELAND","$2,165,391,499.00","$252,912,768.00",NULL,"$63,242,133.00",1705,13579,0.4649,NULL,0.4649
"2012-2014",96,"WISE","$2,101,201,163.00","$602,762,392.00","$579,717,065.00","$312,327,420.00",6499,41767,0.2076,0.2045,0.2045
"2012-2014",97,"WYTHE","$2,937,230,706.00","$427,972,454.00",NULL,"$315,705,752.00",4207,29281,0.3204,NULL,0.3204
"2012-2014",98,"YORK","$9,306,338,041.00","$1,719,821,887.00",NULL,"$897,426,613.00",12533,64933,0.4049,NULL,0.4049
"2012-2014",101,"ALEXANDRIA","$34,731,703,145.00","$6,392,001,579.00",NULL,"$1,959,188,772.00",11422,132167,0.8,NULL,0.8
"2012-2014",102,"BRISTOL","$1,162,401,288.00","$402,847,706.00","$247,992,426.00","$339,817,504.00",2244,17919,0.3845,0.319,0.319
"2012-2014",103,"BUENA VISTA","$395,276,225.00","$84,557,412.00",NULL,"$31,178,785.00",1122,6649,0.1895,NULL,0.1895
"2012-2014",104,"CHARLOTTESVILLE","$5,296,972,302.00","$1,136,668,368.00",NULL,"$820,895,379.00",3756,43237,0.6861,NULL,0.6861
"2012-2014",106,"COLONIAL HEIGHTS","$1,878,936,038.00","$349,193,991.00",NULL,"$638,768,479.00",2826,17491,0.4448,NULL,0.4448
"2012-2014",107,"COVINGTON","$324,378,882.00","$87,607,228.00",NULL,"$107,984,326.00",839,5984,0.2775,NULL,0.2775
"2012-2014",108,"DANVILLE","$2,439,340,231.00","$674,257,632.00","$600,551,929.00","$701,641,565.00",6145,43596,0.2767,0.2653,0.2653
"2012-2014",109,"FALLS CHURCH","$3,377,115,687.00","$688,911,012.00","$646,179,358.00","$218,311,076.00",2006,12054,0.8,0.8,0.8
"2012-2014",110,"FREDERICKSBURG","$3,433,734,294.00","$589,780,829.00","$567,491,693.00","$814,014,930.00",2793,23353,0.6577,0.6511,0.6511
"2012-2014",111,"GALAX","$459,600,137.00","$107,137,940.00","$99,787,621.00","$181,484,299.00",1304,7101,0.2782,0.2725,0.2725
"2012-2014",112,"HAMPTON","$11,991,248,586.00","$2,273,229,613.00",NULL,"$1,192,612,862.00",20744,139233,0.2912,NULL,0.2912
"2012-2014",113,"HARRISONBURG","$3,864,792,097.00","$543,468,641.00",NULL,"$990,965,475.00",4351,48134,0.4274,NULL,0.4274
"2012-2014",114,"HOPEWELL","$1,826,056,841.00","$318,897,646.00",NULL,"$161,920,930.00",3919,22331,0.2376,NULL,0.2376
"2012-2014",115,"LYNCHBURG","$5,482,322,604.00","$1,233,981,712.00",NULL,"$1,170,583,027.00",8196,75204,0.3727,NULL,0.3727
"2012-2014",116,"MARTINSVILLE","$765,932,891.00","$223,013,122.00","$204,220,871.00","$143,922,904.00",2324,14161,0.2255,0.2175,0.2175
"2012-2014",117,"NEWPORT NEWS","$15,857,298,612.00","$3,027,524,100.00",NULL,"$1,933,222,912.00",28610,181218,0.2934,NULL,0.2934
"2012-2014",118,"NORFOLK","$20,226,618,644.00","$3,543,226,880.00","$3,411,240,814.00","$2,597,753,733.00",31176,243957,0.3137,0.3102,0.3102
"2012-2014",119,"NORTON","$247,018,914.00","$72,102,616.00","$67,529,301.00","$168,075,834.00",824,3850,0.3333,0.3274,0.3274
"2012-2014",120,"PETERSBURG","$2,024,371,748.00","$423,896,011.00",NULL,"$284,647,864.00",4248,32399,0.2516,NULL,0.2516
"2012-2014",121,"PORTSMOUTH","$8,296,594,040.00","$1,494,212,369.00","$1,443,611,092.00","$626,320,512.00",14225,96282,0.2786,0.2755,0.2755
"2012-2014",122,"RADFORD","$848,154,673.00","$193,880,549.00",NULL,"$68,827,715.00",1505,16064,0.263,NULL,0.263
"2012-2014",123,"RICHMOND CITY","$21,666,019,298.00","$4,452,844,838.00","$4,236,467,749.00","$2,331,876,957.00",21217,198202,0.4864,0.4779,0.4779
"2012-2014",124,"ROANOKE CITY","$7,779,986,317.00","$1,761,121,575.00",NULL,"$1,692,267,903.00",12126,97845,0.3728,NULL,0.3728
"2012-2014",126,"STAUNTON","$2,021,564,873.00","$410,724,718.00",NULL,"$328,425,695.00",2575,23612,0.3987,NULL,0.3987
"2012-2014",127,"SUFFOLK","$9,788,085,722.00","$1,824,207,423.00",NULL,"$632,874,977.00",13801,82616,0.353,NULL,0.353
"2012-2014",128,"VIRGINIA BEACH","$57,971,850,185.00","$10,385,241,185.00",NULL,"$4,638,871,814.00",69225,437275,0.411,NULL,0.411
"2012-2014",130,"WAYNESBORO","$2,049,167,044.00","$355,696,831.00",NULL,"$400,782,416.00",3007,20923,0.369,NULL,0.369
"2012-2014",131,"WILLIAMSBURG","$1,892,953,323.00","$313,416,809.00","$302,223,962.00","$321,601,815.00",829,13758,0.8,0.8,0.8
"2012-2014",132,"WINCHESTER","$3,140,250,612.00","$554,106,552.00",NULL,"$663,353,859.00",3745,26072,0.4645,NULL,0.4645
"2012-2014",134,"FAIRFAX CITY","$5,450,502,664.00","$986,325,562.00","$921,412,262.00","$824,717,046.00",2905,22683,0.8,0.8,0.8
"2012-2014",135,"FRANKLIN CITY","$674,910,269.00","$143,733,838.00","$132,099,372.00","$149,254,304.00",1186,8480,0.3367,0.3276,0.3276
"2012-2014",136,"CHESAPEAKE","$26,673,450,787.00","$4,933,749,242.00",NULL,"$2,897,360,063.00",38853,219795,0.3678,NULL,0.3678
"2012-2014",137,"LEXINGTON","$598,342,763.00","$171,398,865.00",NULL,"$67,426,969.00",626,7007,0.5059,NULL,0.5059
"2012-2014",138,"EMPORIA","$402,531,437.00","$81,086,984.00","$68,258,342.00","$124,365,555.00",998,5899,0.2726,0.2594,0.2594
"2012-2014",139,"SALEM","$2,222,148,328.00","$543,674,972.00",NULL,"$460,591,278.00",3914,24829,0.3628,NULL,0.3628
"2012-2014",140,"BEDFORD CITY","$488,879,863.00","$98,244,908.00",NULL,"$76,221,744.00",828,6256,0.3132,NULL,0.3132
"2012-2014",142,"POQUOSON","$1,678,150,362.00","$371,654,683.00",NULL,"$43,129,623.00",2379,12113,0.3816,NULL,0.3816
"2012-2014",143,"MANASSAS","$4,181,575,904.00","$909,391,011.00",NULL,"$437,952,932.00",6592,37414,0.3599,NULL,0.3599
"2012-2014",144,"MANASSAS PARK","$903,304,124.00","$321,026,365.00",NULL,"$116,646,726.00",2614,13764,0.26,NULL,0.26
"2012-2014",202,"COLONIAL BEACH","$493,252,132.00","$70,795,858.00",NULL,"$17,702,867.00",593,3801,0.3527,NULL,0.3527
"2012-2014",207,"WEST POINT","$402,727,065.00","$70,566,032.00",NULL,"$15,313,625.00",777,3156,0.2838,NULL,0.2838
"2014-2016",1,"ACCOMACK","$3,976,303,095.00","$577,064,590.00","$549,487,778.00","$306,186,627.00",4878,33335,0.3599,0.3555,0.3555
"2014-2016",2,"ALBEMARLE","$17,711,562,194.00","$3,615,792,696.00",NULL,"$1,138,303,427.00",12710,100780,0.6506,NULL,0.6506
"2014-2016",3,"ALLEGHANY","$1,175,820,479.00","$292,912,468.00",NULL,"$68,464,820.00",2660,16180,0.2426,NULL,0.2423
"2014-2016",4,"AMELIA","$1,298,617,031.00","$243,337,852.00",NULL,"$53,128,656.00",1766,12841,0.3309,NULL,0.3309
"2014-2016",5,"AMHERST","$2,758,765,921.00","$551,419,069.00",NULL,"$218,568,996.00",4283,32496,0.3079,NULL,0.3079
"2014-2016",6,"APPOMATTOX","$1,391,514,004.00","$266,578,405.00",NULL,"$104,413,458.00",2180,15021,0.308,NULL,0.308
"2014-2016",7,"ARLINGTON","$61,937,355,039.00","$11,979,194,190.00","$11,523,932,171.00","$3,153,235,148.00",20790,214373,0.8,0.8,0.8
"2014-2016",8,"AUGUSTA","$8,049,434,045.00","$1,499,478,614.00",NULL,"$403,835,118.00",10405,73792,0.3545,NULL,0.3545
"2014-2016",9,"BATH","$2,403,813,787.00","$98,341,199.00",NULL,"$63,281,294.00",636,4797,0.8,NULL,0.8
"2014-2016",10,"BEDFORD COUNTY","$9,245,698,586.00","$1,775,413,116.00",NULL,"$418,083,847.00",10227,75516,0.411,NULL,0.3132
"2014-2016",11,"BLAND","$699,060,841.00","$112,338,624.00","$108,422,053.00","$15,058,220.00",861,6748,0.3285,0.3254,0.3254
"2014-2016",12,"BOTETOURT","$3,719,912,057.00","$823,145,969.00",NULL,"$178,813,071.00",4984,33399,0.372,NULL,0.372
"2014-2016",13,"BRUNSWICK","$1,517,923,131.00","$218,766,908.00",NULL,"$55,527,532.00",1954,17400,0.2985,NULL,0.2985
"2014-2016",14,"BUCHANAN","$2,917,309,177.00","$350,065,238.00",NULL,"$142,304,553.00",3168,24006,0.3572,NULL,0.3572
"2014-2016",15,"BUCKINGHAM","$1,807,489,543.00","$209,894,808.00",NULL,"$47,783,264.00",1909,17143,0.3347,NULL,0.3347
"2014-2016",16,"CAMPBELL","$4,158,654,408.00","$961,801,698.00",NULL,"$390,986,801.00",8029,54759,0.276,NULL,0.276
"2014-2016",17,"CAROLINE","$2,897,279,241.00","$586,549,714.00",NULL,"$112,898,081.00",4160,28826,0.3272,NULL,0.3272
"2014-2016",18,"CARROLL","$2,659,768,167.00","$389,561,398.00",NULL,"$139,302,026.00",4157,29748,0.2696,NULL,0.2696
"2014-2016",19,"CHARLES CITY","$840,659,275.00","$149,957,592.00",NULL,"$28,338,458.00",769,7290,0.4432,NULL,0.4432
"2014-2016",20,"CHARLOTTE","$1,145,869,730.00","$177,223,323.00","$168,814,866.00","$46,830,186.00",1983,12565,0.2539,0.2505,0.2505
"2014-2016",21,"CHESTERFIELD","$31,894,544,919.00","$9,064,190,216.00",NULL,"$3,502,240,473.00",58376,319641,0.3496,NULL,0.3496
"2014-2016",22,"CLARKE","$2,271,672,708.00","$452,717,795.00",NULL,"$76,693,019.00",2041,14211,0.5153,NULL,0.5153
"2014-2016",23,"CRAIG","$515,879,930.00","$88,832,947.00",NULL,"$12,414,939.00",685,5241,0.3157,NULL,0.3157
"2014-2016",24,"CULPEPER","$4,691,768,733.00","$1,076,312,789.00",NULL,"$506,665,254.00",7584,47144,0.3445,NULL,0.3445
"2014-2016",25,"CUMBERLAND","$918,225,184.00","$140,865,975.00",NULL,"$28,252,664.00",1351,10100,0.2781,NULL,0.2781
"2014-2016",26,"DICKENSON","$1,558,458,486.00","$200,339,980.00",NULL,"$68,042,398.00",2345,15762,0.2711,NULL,0.2711
"2014-2016",27,"DINWIDDIE","$2,688,630,617.00","$521,653,303.00",NULL,"$99,915,949.00",4435,28018,0.2882,NULL,0.2882
"2014-2016",28,"ESSEX","$1,357,424,541.00","$208,088,623.00",NULL,"$160,924,877.00",1577,11287,0.4023,NULL,0.4023
"2014-2016",29,"FAIRFAX COUNTY","$218,169,228,644.00","$52,409,309,625.00",NULL,"$13,612,820,453.00",170728,1096023,0.6807,NULL,0.6807
"2014-2016",30,"FAUQUIER","$12,278,132,244.00","$2,517,404,577.00",NULL,"$614,320,194.00",11111,65780,0.5586,NULL,0.5586
"2014-2016",31,"FLOYD","$1,747,531,990.00","$256,373,555.00",NULL,"$62,194,800.00",2034,15484,0.347,NULL,0.347
"2014-2016",32,"FLUVANNA","$3,226,627,668.00","$573,452,833.00",NULL,"$97,122,300.00",3696,25989,0.3836,NULL,0.3836
"2014-2016",33,"FRANKLIN COUNTY","$7,433,167,736.00","$1,001,121,479.00",NULL,"$353,790,485.00",7096,56300,0.4138,NULL,0.4138
"2014-2016",34,"FREDERICK","$8,535,491,577.00","$1,966,459,728.00",NULL,"$953,644,574.00",12920,79156,0.3719,NULL,0.3719
"2014-2016",35,"GILES","$1,366,965,145.00","$295,066,540.00",NULL,"$126,164,189.00",2436,17279,0.2867,NULL,0.2867
"2014-2016",36,"GLOUCESTER","$4,084,226,554.00","$828,274,593.00",NULL,"$337,694,276.00",5645,36987,0.3661,NULL,0.3661
"2014-2016",37,"GOOCHLAND","$4,877,613,330.00","$1,102,332,269.00",NULL,"$181,119,370.00",2329,21753,0.8,NULL,0.8
"2014-2016",38,"GRAYSON","$1,793,366,565.00","$204,442,829.00","$195,455,217.00","$31,198,910.00",1799,15470,0.3497,0.3461,0.3461
"2014-2016",39,"GREENE","$2,172,680,802.00","$389,626,124.00",NULL,"$144,262,282.00",2873,19042,0.3568,NULL,0.3568
"2014-2016",40,"GREENSVILLE","$709,618,998.00","$184,194,490.00","$147,519,022.00","$35,259,040.00",1427,12131,0.2476,0.2259,0.2259
"2014-2016",41,"HALIFAX","$3,740,118,060.00","$531,404,644.00","$513,951,970.00","$279,339,914.00",5437,36184,0.3034,0.3011,0.3011
"2014-2016",42,"HANOVER","$12,157,555,498.00","$3,022,740,041.00",NULL,"$1,487,657,144.00",18213,100704,0.407,NULL,0.407
"2014-2016",43,"HENRICO","$30,876,685,442.00","$8,939,636,726.00",NULL,"$4,864,242,042.00",48702,310742,0.4059,NULL,0.4059
"2014-2016",44,"HENRY","$3,195,074,668.00","$769,303,364.00",NULL,"$347,179,297.00",7053,53867,0.2408,NULL,0.2408
"2014-2016",45,"HIGHLAND","$752,588,751.00","$40,836,961.00",NULL,"$8,291,615.00",199,2295,0.8,NULL,0.8
"2014-2016",46,"ISLE OF WIGHT","$4,690,520,732.00","$935,112,879.00",NULL,"$204,651,647.00",5322,35457,0.4195,NULL,0.4195
"2014-2016",47,"JAMES CITY","$11,054,409,862.00","$2,305,513,947.00",NULL,"$838,306,392.00",9696,68874,0.5632,NULL,0.5632
