"comp_year","div_num","div_name","property","agi_incl","agi_excl","retail","march_adm","population","compind_incl","compind_excl","compind"
"2002-2004",123,"RICHMOND CITY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4456
"2002-2004",124,"ROANOKE CITY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3949
"2002-2004",126,"STAUNTON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3959
"2002-2004",127,"SUFFOLK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3018
"2002-2004",128,"VIRGINIA BEACH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3394
"2002-2004",130,"WAYNESBORO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3651
"2002-2004",131,"WILLIAMSBURG",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8
"2002-2004",132,"WINCHESTER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5587
"2002-2004",134,"FAIRFAX CITY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8
"2002-2004",135,"FRANKLIN CITY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3173
"2002-2004",136,"CHESAPEAKE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3344
"2002-2004",137,"LEXINGTON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4544
"2002-2004",138,"EMPORIA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2889
"2002-2004",139,"SALEM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4166
"2002-2004",140,"BEDFORD CITY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3446
"2002-2004",142,"POQUOSON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3294
"2002-2004",143,"MANASSAS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4109
"2002-2004",144,"MANASSAS PARK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.32
"2002-2004",202,"COLONIAL BEACH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2921
"2002-2004",207,"WEST POINT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2823
"2004-2006",1,"ACCOMACK","$1,989,787,642.00",NULL,"$384,892,181.00","$212,844,991.00",5174,38700,NULL,NULL,0.2884
"2004-2006",2,"ALBEMARLE","$8,945,548,172.00",NULL,"$2,107,018,203.00","$919,852,967.00",11995,85800,NULL,NULL,0.6054
"2004-2006",3,"ALLEGHANY","$850,410,104.00",NULL,"$244,211,410.00","$63,226,413.00",2946,16600,NULL,NULL,0.2683
"2004-2006",4,"AMELIA","$780,977,477.00",NULL,"$170,844,083.00","$41,881,287.00",1708,11500,NULL,NULL,0.3516
"2004-2006",5,"AMHERST","$1,538,987,059.00",NULL,"$408,581,464.00","$189,351,843.00",4569,31800,NULL,NULL,0.294
"2004-2006",6,"APPOMATTOX","$759,859,143.00",NULL,"$183,115,521.00","$63,090,549.00",2332,13700,NULL,NULL,0.2797
"2004-2006",7,"ARLINGTON","$32,349,417,681.00",NULL,"$6,965,466,168.00","$2,283,125,622.00",18450,192100,NULL,NULL,0.8
"2004-2006",8,"AUGUSTA","$4,276,347,158.00",NULL,"$1,088,393,876.00","$326,767,810.00",10685,65800,NULL,NULL,0.3434
"2004-2006",9,"BATH","$2,228,770,818.00",NULL,"$78,048,140.00","$69,728,243.00",795,5000,NULL,NULL,0.8
"2004-2006",10,"BEDFORD COUNTY","$4,355,528,406.00",NULL,"$1,095,441,696.00","$185,211,371.00",9619,61000,NULL,NULL,0.3714
"2004-2006",11,"BLAND","$331,234,189.00",NULL,"$81,005,681.00","$13,562,950.00",892,6900,NULL,NULL,0.2827
"2004-2006",12,"BOTETOURT","$2,306,171,874.00",NULL,"$574,989,298.00","$148,246,868.00",4697,30500,NULL,NULL,0.4061
"2004-2006",13,"BRUNSWICK","$814,197,998.00",NULL,"$179,191,294.00","$52,580,989.00",2368,18300,NULL,NULL,0.2568
"2004-2006",14,"BUCHANAN","$1,538,793,923.00",NULL,"$241,790,548.00","$114,597,950.00",3862,26300,NULL,NULL,0.2788
"2004-2006",15,"BUCKINGHAM","$766,537,865.00",NULL,"$154,409,248.00","$40,081,604.00",2233,15600,NULL,NULL,0.2527
"2004-2006",16,"CAMPBELL","$2,540,249,876.00",NULL,"$723,863,283.00","$274,767,421.00",8609,50700,NULL,NULL,0.2768
"2004-2006",17,"CAROLINE","$1,367,382,672.00",NULL,"$335,162,514.00","$87,598,570.00",3713,22200,NULL,NULL,0.3109
"2004-2006",18,"CARROLL","$1,694,858,297.00",NULL,"$296,805,805.00","$113,938,509.00",3947,29400,NULL,NULL,0.3001
"2004-2006",19,"CHARLES CITY","$517,588,607.00",NULL,"$122,305,753.00","$15,044,382.00",919,7000,NULL,NULL,0.4199
"2004-2006",20,"CHARLOTTE","$646,343,370.00",NULL,"$131,382,748.00","$38,049,330.00",2204,12600,NULL,NULL,0.2331
"2004-2006",21,"CHESTERFIELD","$18,092,293,556.00",NULL,"$6,057,151,194.00","$2,623,908,606.00",52337,264600,NULL,NULL,0.3785
"2004-2006",22,"CLARKE","$1,424,655,959.00",NULL,"$317,088,518.00","$65,609,346.00",1995,13000,NULL,NULL,0.5546
"2004-2006",23,"CRAIG","$332,236,470.00",NULL,"$67,301,866.00","$9,464,075.00",706,5100,NULL,NULL,0.3356
"2004-2006",24,"CULPEPER","$2,412,739,339.00",NULL,"$643,903,474.00","$376,135,572.00",5777,35200,NULL,NULL,0.3919
"2004-2006",25,"CUMBERLAND","$550,495,673.00",NULL,"$99,597,961.00","$19,018,714.00",1309,9000,NULL,NULL,0.2943
"2004-2006",26,"DICKENSON","$936,793,205.00",NULL,"$142,643,550.00","$47,977,617.00",2642,16000,NULL,NULL,0.2492
"2004-2006",27,"DINWIDDIE","$1,465,445,568.00",NULL,"$354,506,460.00","$66,631,327.00",4333,24600,NULL,NULL,0.2844
"2004-2006",28,"ESSEX","$819,662,462.00",NULL,"$142,701,895.00","$140,120,075.00",1600,10000,NULL,NULL,0.4175
"2004-2006",29,"FAIRFAX COUNTY","$133,045,291,218.00",NULL,"$36,174,037,567.00","$11,005,561,945.00",155835,990500,NULL,NULL,0.7489
"2004-2006",30,"FAUQUIER","$6,878,486,411.00",NULL,"$1,787,309,142.00","$465,648,713.00",9652,57400,NULL,NULL,0.6193
"2004-2006",31,"FLOYD","$927,907,434.00",NULL,"$171,011,553.00","$40,212,360.00",2019,14100,NULL,NULL,0.3251
"2004-2006",32,"FLUVANNA","$1,471,518,184.00",NULL,"$336,902,832.00","$47,795,058.00",3122,21400,NULL,NULL,0.3595
"2004-2006",33,"FRANKLIN COUNTY","$3,605,927,433.00",NULL,"$718,750,933.00","$280,137,967.00",7031,48100,NULL,NULL,0.3882
"2004-2006",34,"FREDERICK","$4,271,402,135.00",NULL,"$1,214,571,270.00","$485,557,554.00",10711,61200,NULL,NULL,0.3794
"2004-2006",35,"GILES","$862,772,071.00",NULL,"$214,092,812.00","$102,605,595.00",2534,16500,NULL,NULL,0.2946
"2004-2006",36,"GLOUCESTER","$2,133,466,111.00",NULL,"$568,475,015.00","$223,887,704.00",6350,34900,NULL,NULL,0.3132
"2004-2006",37,"GOOCHLAND","$2,402,629,329.00",NULL,"$673,632,475.00","$102,848,725.00",2017,17200,NULL,NULL,0.8
"2004-2006",38,"GRAYSON","$963,290,382.00",NULL,"$177,079,206.00","$40,069,440.00",2274,16900,NULL,NULL,0.2932
"2004-2006",39,"GREENE","$1,004,046,099.00",NULL,"$253,550,508.00","$62,425,133.00",2643,15800,NULL,NULL,0.3241
"2004-2006",40,"GREENSVILLE","$449,933,595.00",NULL,"$134,500,260.00","$19,482,535.00",1660,11700,NULL,NULL,0.2319
"2004-2006",41,"*HALIFAX","$2,857,635,750.00",NULL,"$422,126,777.00","$230,766,322.00",5965,37000,NULL,NULL,0.3416
"2004-2006",42,"HANOVER","$8,229,998,882.00",NULL,"$2,097,483,845.00","$1,005,512,673.00",17233,89200,NULL,NULL,0.4539
"2004-2006",43,"HENRICO","$20,311,999,509.00",NULL,"$6,220,171,902.00","$3,902,579,679.00",42333,267400,NULL,NULL,0.4834
"2004-2006",44,"HENRY","$2,494,809,145.00",NULL,"$717,502,044.00","$371,735,139.00",8573,57100,NULL,NULL,0.2717
"2004-2006",45,"HIGHLAND","$348,361,613.00",NULL,"$34,931,344.00","$6,340,587.00",307,2500,NULL,NULL,0.6274
"2004-2006",46,"ISLE OF WIGHT","$2,030,404,149.00",NULL,"$592,543,689.00","$152,047,518.00",4945,30100,NULL,NULL,0.3743
"2004-2006",47,"JAMES CITY","$5,324,982,577.00",NULL,"$1,331,671,381.00","$638,692,335.00",7732,50200,NULL,NULL,0.5988
"2004-2006",48,"KING GEORGE","$1,279,415,097.00",NULL,"$331,563,105.00","$73,637,291.00",3041,17000,NULL,NULL,0.37
"2004-2006",49,"KING AND QUEEN","$438,405,372.00",NULL,"$86,999,927.00","$16,262,943.00",927,6700,NULL,NULL,0.3376
"2004-2006",50,"KING WILLIAM","$716,969,708.00",NULL,"$186,561,590.00","$49,240,723.00",1797,10598,NULL,NULL,0.3482
"2004-2006",51,"LANCASTER","$1,426,440,421.00",NULL,"$210,012,435.00","$107,016,818.00",1442,11400,NULL,NULL,0.6498
"2004-2006",52,"LEE","$814,931,706.00",NULL,"$196,406,968.00","$81,400,476.00",3781,23400,NULL,NULL,0.1845
"2004-2006",53,"LOUDOUN","$27,372,032,361.00",NULL,"$6,881,166,077.00","$2,648,165,567.00",34082,190500,NULL,NULL,0.722
"2004-2006",54,"LOUISA","$3,839,203,580.00",NULL,"$411,644,810.00","$100,458,476.00",4216,26500,NULL,NULL,0.5591
"2004-2006",55,"LUNENBURG","$607,334,555.00",NULL,"$145,538,930.00","$30,335,577.00",1790,13100,NULL,NULL,0.2626
"2004-2006",56,"MADISON","$1,064,831,565.00",NULL,"$201,015,167.00","$63,053,573.00",1850,12700,NULL,NULL,0.4194
"2004-2006",57,"MATHEWS","$864,819,437.00",NULL,"$148,463,841.00","$27,369,099.00",1313,9300,NULL,NULL,0.4474
"2004-2006",58,"MECKLENBURG","$1,914,568,896.00",NULL,"$380,078,298.00","$247,072,823.00",4927,32400,NULL,NULL,0.3122
"2004-2006",59,"MIDDLESEX","$1,119,615,486.00",NULL,"$159,798,518.00","$63,780,798.00",1307,10000,NULL,NULL,0.5522
"2004-2006",60,"MONTGOMERY","$4,165,395,242.00",NULL,"$1,130,032,024.00","$711,534,071.00",9062,84300,NULL,NULL,0.3877
"2004-2006",62,"NELSON","$1,417,473,954.00",NULL,"$223,760,669.00","$64,537,671.00",2043,14400,NULL,NULL,0.4664
"2004-2006",63,"NEW KENT","$1,192,313,730.00",NULL,"$284,301,200.00","$55,337,091.00",2365,13800,NULL,NULL,0.4177
"2004-2006",65,"NORTHAMPTON","$1,044,643,108.00",NULL,"$150,984,362.00","$93,045,484.00",2112,12900,NULL,NULL,0.3555
"2004-2006",66,"NORTHUMBERLAND","$1,483,387,640.00",NULL,"$196,004,382.00","$48,646,382.00",1490,12500,NULL,NULL,0.5955
"2004-2006",67,"NOTTOWAY","$666,690,212.00",NULL,"$163,854,485.00","$99,403,191.00",2432,15700,NULL,NULL,0.2431
"2004-2006",68,"ORANGE","$1,949,277,091.00",NULL,"$500,191,213.00","$150,171,517.00",3950,26600,NULL,NULL,0.4127
"2004-2006",69,"PAGE","$1,297,012,750.00",NULL,"$305,027,255.00","$124,133,215.00",3512,23300,NULL,NULL,0.3049
"2004-2006",70,"PATRICK","$1,031,923,687.00",NULL,"$211,853,980.00","$52,612,068.00",2634,19300,NULL,NULL,0.2859
"2004-2006",71,"PITTSYLVANIA","$2,767,322,469.00",NULL,"$837,535,070.00","$145,923,745.00",8964,62000,NULL,NULL,0.2694
"2004-2006",72,"POWHATAN","$1,589,345,017.00",NULL,"$456,248,871.00","$74,616,517.00",3659,23200,NULL,NULL,0.3787
"2004-2006",73,"PRINCE EDWARD","$886,415,687.00",NULL,"$192,028,205.00","$211,804,650.00",2659,20000,NULL,NULL,0.2906
"2004-2006",74,"PRINCE GEORGE","$1,530,854,502.00",NULL,"$491,082,140.00","$87,217,837.00",5847,33500,NULL,NULL,0.2507
"2004-2006",75,"PRINCE WILLIAM","$22,627,356,682.00",NULL,"$6,829,553,371.00","$3,056,568,812.00",56629,298300,NULL,NULL,0.4086
"2004-2006",77,"PULASKI","$1,783,312,719.00",NULL,"$449,181,237.00","$225,896,612.00",4951,35000,NULL,NULL,0.3074
"2004-2006",78,"RAPPAHANNOCK","$1,109,236,110.00",NULL,"$159,719,436.00","$27,369,683.00",1042,7000,NULL,NULL,0.6905
"2004-2006",79,"RICHMOND COUNTY","$557,830,176.00",NULL,"$122,802,712.00","$62,423,540.00",1248,9000,NULL,NULL,0.3559
"2004-2006",80,"ROANOKE COUNTY","$5,508,396,891.00",NULL,"$1,828,881,874.00","$652,637,686.00",13915,86800,NULL,NULL,0.3926
"2004-2006",81,"ROCKBRIDGE","$1,788,741,621.00",NULL,"$307,141,328.00","$164,932,503.00",2833,20800,NULL,NULL,0.4516
"2004-2006",82,"ROCKINGHAM","$4,265,134,683.00",NULL,"$1,192,226,796.00","$358,706,460.00",10720,68700,NULL,NULL,0.3526
"2004-2006",83,"RUSSELL","$1,302,097,770.00",NULL,"$309,744,895.00","$101,878,423.00",4167,29600,NULL,NULL,0.2496
"2004-2006",84,"SCOTT","$832,486,334.00",NULL,"$246,757,785.00","$104,756,937.00",3631,23200,NULL,NULL,0.2157
"2004-2006",85,"SHENANDOAH","$2,499,877,801.00",NULL,"$552,468,685.00","$244,367,486.00",5517,36100,NULL,NULL,0.3678
"2004-2006",86,"SMYTH","$1,291,416,852.00",NULL,"$369,329,691.00","$173,280,787.00",5080,33200,NULL,NULL,0.2355
"2004-2006",87,"SOUTHAMPTON","$994,849,605.00",NULL,"$228,596,094.00","$31,797,672.00",2766,17800,NULL,NULL,0.2802
"2004-2006",88,"SPOTSYLVANIA","$6,996,479,128.00",NULL,"$1,991,697,452.00","$922,074,503.00",20119,97500,NULL,NULL,0.3573
"2004-2006",89,"STAFFORD","$7,000,713,176.00",NULL,"$2,072,939,860.00","$572,505,190.00",22332,98000,NULL,NULL,0.3274
"2004-2006",90,"SURRY","$1,953,430,384.00",NULL,"$84,705,510.00","$14,196,818.00",1165,6800,NULL,NULL,0.8
"2004-2006",91,"SUSSEX","$571,472,303.00",NULL,"$122,683,990.00","$46,929,341.00",1402,12300,NULL,NULL,0.2961
"2004-2006",92,"TAZEWELL","$1,682,001,973.00",NULL,"$558,649,957.00","$414,883,974.00",6962,43600,NULL,NULL,0.2626
"2004-2006",93,"WARREN","$2,176,137,139.00",NULL,"$560,209,820.00","$192,383,429.00",5062,32200,NULL,NULL,0.3704
"2004-2006",94,"WASHINGTON","$2,884,809,766.00",NULL,"$750,038,609.00","$439,277,206.00",7139,51100,NULL,NULL,0.3553
"2004-2006",95,"WESTMORELAND","$1,087,628,517.00",NULL,"$178,811,062.00","$47,943,861.00",1958,13511,NULL,NULL,0.3801
"2004-2006",96,"WISE","$1,423,344,738.00",NULL,"$419,516,015.00","$247,460,742.00",6842,41600,NULL,NULL,0.2062
"2004-2006",97,"WYTHE","$1,482,403,035.00",NULL,"$338,178,552.00","$246,937,332.00",4311,27700,NULL,NULL,0.3017
"2004-2006",98,"YORK","$4,507,305,042.00",NULL,"$1,099,749,756.00","$461,360,068.00",12010,57700,NULL,NULL,0.3548
"2004-2006",101,"ALEXANDRIA","$18,245,966,467.00",NULL,"$4,549,681,558.00","$1,755,423,006.00",10945,133400,NULL,NULL,0.8
"2004-2006",102,"BRISTOL","$780,609,202.00",NULL,"$349,989,332.00","$297,652,067.00",2341,17500,NULL,NULL,0.4245
"2004-2006",103,"BUENA VISTA","$271,699,503.00",NULL,"$77,295,202.00","$28,058,948.00",1105,6300,NULL,NULL,0.2322
"2004-2006",104,"CHARLOTTESVILLE","$2,851,672,924.00",NULL,"$772,062,811.00","$709,893,383.00",4143,39800,NULL,NULL,0.6111
"2004-2006",106,"COLONIAL HEIGHTS","$1,103,910,257.00",NULL,"$290,362,171.00","$542,648,444.00",2778,16900,NULL,NULL,0.4721
"2004-2006",107,"COVINGTON","$273,803,034.00",NULL,"$75,202,500.00","$109,738,343.00",932,6300,NULL,NULL,0.3221
"2004-2006",108,"DANVILLE","$1,819,399,487.00",NULL,"$617,787,376.00","$625,668,362.00",7412,47600,NULL,NULL,0.2848
"2004-2006",109,"FALLS CHURCH","$1,731,660,784.00",NULL,"$499,384,721.00","$257,741,494.00",1759,10900,NULL,NULL,0.8
"2004-2006",110,"FREDERICKSBURG","$1,507,339,907.00",NULL,"$403,503,612.00","$710,913,895.00",2278,19800,NULL,NULL,0.7005
"2004-2006",111,"GALAX","$340,607,391.00",NULL,"$88,205,862.00","$161,097,099.00",1278,6800,NULL,NULL,0.3266
"2004-2006",112,"HAMPTON","$5,922,596,718.00",NULL,"$1,728,267,485.00","$1,062,564,856.00",22957,145600,NULL,NULL,0.2521
"2004-2006",113,"HARRISONBURG","$2,062,670,700.00",NULL,"$475,813,278.00","$771,716,422.00",3862,41300,NULL,NULL,0.4804
"2004-2006",114,"HOPEWELL","$972,157,607.00",NULL,"$259,109,725.00","$143,150,751.00",3969,22400,NULL,NULL,0.2343
"2004-2006",115,"LYNCHBURG","$3,400,922,534.00",NULL,"$959,797,669.00","$1,026,752,377.00",8969,65400,NULL,NULL,0.383
"2004-2006",116,"MARTINSVILLE","$596,230,947.00",NULL,"$232,351,337.00","$163,456,765.00",2655,15300,NULL,NULL,0.274
"2004-2006",117,"NEWPORT NEWS","$7,938,045,840.00",NULL,"$2,298,419,942.00","$1,618,081,212.00",31440,179500,NULL,NULL,0.2598
"2004-2006",118,"NORFOLK","$9,664,465,044.00",NULL,"$2,528,619,448.00","$2,325,009,538.00",34702,234000,NULL,NULL,0.2681
"2004-2006",119,"NORTON","$173,536,511.00",NULL,"$54,180,919.00","$113,574,510.00",725,3900,NULL,NULL,0.3449
"2004-2006",120,"PETERSBURG","$1,149,449,195.00",NULL,"$362,451,868.00","$266,833,550.00",5664,32700,NULL,NULL,0.2197
"2004-2006",121,"PORTSMOUTH","$3,568,490,437.00",NULL,"$1,085,338,631.00","$392,618,632.00",16221,98900,NULL,NULL,0.21
"2004-2006",122,"RADFORD","$595,867,372.00",NULL,"$162,384,178.00","$67,252,060.00",1555,15900,NULL,NULL,0.3019
"2004-2006",123,"RICHMOND CITY","$11,943,878,261.00",NULL,"$3,633,451,261.00","$1,897,370,045.00",25389,195600,NULL,NULL,0.4334
"2004-2006",124,"ROANOKE CITY","$4,850,538,446.00",NULL,"$1,324,943,213.00","$1,578,043,491.00",13101,95000,NULL,NULL,0.3765
"2004-2006",126,"STAUNTON","$1,119,334,123.00",NULL,"$319,605,461.00","$329,655,239.00",2696,23500,NULL,NULL,0.3983
"2004-2006",127,"SUFFOLK","$3,786,832,641.00",NULL,"$1,074,214,402.00","$419,863,185.00",12003,67300,NULL,NULL,0.3012
"2004-2006",128,"VIRGINIA BEACH","$25,902,347,420.00",NULL,"$7,366,888,943.00","$3,683,752,990.00",75518,426800,NULL,NULL,0.3353
"2004-2006",130,"WAYNESBORO","$1,036,969,892.00",NULL,"$280,514,138.00","$215,438,576.00",2967,19500,NULL,NULL,0.3349
"2004-2006",131,"WILLIAMSBURG","$1,085,265,384.00",NULL,"$250,847,291.00","$335,092,593.00",690,12400,NULL,NULL,0.8
"2004-2006",132,"WINCHESTER","$1,783,690,115.00",NULL,"$448,649,633.00","$732,720,779.00",3466,24100,NULL,NULL,0.5473
"2004-2006",134,"FAIRFAX CITY","$3,039,840,936.00",NULL,"$676,496,979.00","$705,877,265.00",2702,22300,NULL,NULL,0.8
"2004-2006",135,"FRANKLIN CITY","$375,880,940.00",NULL,"$117,942,531.00","$113,790,359.00",1353,8200,NULL,NULL,0.3101
"2004-2006",136,"CHESAPEAKE","$11,783,460,129.00",NULL,"$3,370,116,468.00","$2,240,123,785.00",38129,202500,NULL,NULL,0.3215
"2004-2006",137,"LEXINGTON","$349,333,474.00",NULL,"$90,979,102.00","$54,763,855.00",627,7000,NULL,NULL,0.438
"2004-2006",138,"EMPORIA","$260,785,206.00",NULL,"$68,749,543.00","$113,481,410.00",981,5600,NULL,NULL,0.3115
"2004-2006",139,"SALEM","$1,471,443,910.00",NULL,"$417,992,630.00","$441,194,034.00",4010,24900,NULL,NULL,0.3905
"2004-2006",140,"BEDFORD CITY","$300,005,103.00",NULL,"$77,094,738.00","$81,514,372.00",943,6300,NULL,NULL,0.3125
"2004-2006",142,"POQUOSON","$785,348,544.00",NULL,"$262,863,708.00","$34,631,956.00",2488,11500,NULL,NULL,0.3313
"2004-2006",143,"MANASSAS","$2,894,994,871.00",NULL,"$793,056,244.00","$333,839,753.00",6391,36400,NULL,NULL,0.4254
"2004-2006",144,"MANASSAS PARK","$771,101,207.00",NULL,"$209,996,762.00","$132,262,750.00",2124,11200,NULL,NULL,0.3661
"2004-2006",202,"COLONIAL BEACH","$184,286,096.00",NULL,"$42,204,757.00","$11,316,185.00",576,3189,NULL,NULL,0.2696
"2004-2006",207,"WEST POINT","$203,231,775.00",NULL,"$51,085,274.00","$13,483,353.00",820,2902,NULL,NULL,0.2622
"2006-2008",1,"ACCOMACK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3255
"2006-2008",2,"ALBEMARLE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6095
"2006-2008",3,"ALLEGHANY1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2423
"2006-2008",4,"AMELIA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3431
"2006-2008",5,"AMHERST",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.287
"2006-2008",6,"APPOMATTOX",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2696
"2006-2008",7,"ARLINGTON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8
"2006-2008",8,"AUGUSTA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.332
"2006-2008",9,"BATH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8
"2006-2008",10,"BEDFORD COUNTY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3632
"2006-2008",11,"BLAND",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3059
"2006-2008",12,"BOTETOURT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3957
"2006-2008",13,"BRUNSWICK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.254
"2006-2008",14,"BUCHANAN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3205
"2006-2008",15,"BUCKINGHAM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2591
"2006-2008",16,"CAMPBELL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2612
"2006-2008",17,"CAROLINE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3495
"2006-2008",18,"CARROLL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2842
"2006-2008",19,"CHARLES CITY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4128
"2006-2008",20,"CHARLOTTE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2234
"2006-2008",21,"CHESTERFIELD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3616
"2006-2008",22,"CLARKE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.558
"2006-2008",23,"CRAIG",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3184
"2006-2008",24,"CULPEPER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4062
"2006-2008",25,"CUMBERLAND",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2859
"2006-2008",26,"DICKENSON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2344
"2006-2008",27,"DINWIDDIE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2669
"2006-2008",28,"ESSEX",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4019
"2006-2008",29,"FAIRFAX COUNTY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7456
"2006-2008",30,"FAUQUIER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6443
"2006-2008",31,"FLOYD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3212
"2006-2008",32,"FLUVANNA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3749
"2006-2008",33,"FRANKLIN COUNTY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.395
"2006-2008",34,"FREDERICK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3925
"2006-2008",35,"GILES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2755
"2006-2008",36,"GLOUCESTER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3323
"2006-2008",37,"GOOCHLAND",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8
"2006-2008",38,"GRAYSON2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.278
"2006-2008",39,"GREENE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3334
"2006-2008",40,"GREENSVILLE2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2199
"2006-2008",41,"HALIFAX3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.238
"2006-2008",42,"HANOVER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4352
"2006-2008",43,"HENRICO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4604
"2006-2008",44,"HENRY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2553
"2006-2008",45,"HIGHLAND",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.638
"2006-2008",46,"ISLE OF WIGHT2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3753
"2006-2008",47,"JAMES CITY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5499
"2006-2008",48,"KING GEORGE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4034
"2006-2008",49,"KING AND QUEEN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4073
"2006-2008",50,"KING WILLIAM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3267
"2006-2008",51,"LANCASTER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6844
"2006-2008",52,"LEE2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1769
"2006-2008",53,"LOUDOUN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6895
"2006-2008",54,"LOUISA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5542
"2006-2008",55,"LUNENBURG",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2399
"2006-2008",56,"MADISON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4362
"2006-2008",57,"MATHEWS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4701
